vehicle_id,licence_plate_num,manufacturer,model,manifacture_year,car_policy_num,car_type,fuel,seats_num,kids_seats_num,wheelchair_seat
120,75KK695,Martin-Underwood,individual,2004,BPWV83893425623618,normal,hybrid,3,2,False
121,NRF-971,"Rojas, Johnson and White",four,2001,UQHV15075137488481,high,diesel,6,1,True
122,TSF6716,Smith Ltd,short,2000,HELT67009159028716,normal,electric,3,0,False
123,X 728960,"Sherman, Woods and Beard",value,2011,SICZ30875634171831,normal,electric,6,2,False
124,2378 UY,Wright-Ortiz,always,1993,XTSV80597129560036,normal,hybrid,5,2,False
125,816-TPN,Rodriguez LLC,eat,2001,LAFA14564417780130,normal,electric,5,0,True
126,88DD755,Kelly PLC,arrive,2021,QQKX95993292494964,normal,hybrid,4,0,False
127,OYO-1425,"Berger, Peters and Edwards",matter,2008,FUJE14562438009382,normal,hybrid,6,2,False
128,006 JS5,"Ramirez, Thompson and Vasquez",whose,2003,OMHI15860296563748,high,hybrid,6,2,True
129,EEL-104,White and Sons,hour,2016,UGFI39791783266111,high,hybrid,5,1,True
130,582 XUL,Barnes Ltd,black,2020,CEOR53976760719783,normal,hybrid,8,1,False
131,T09-HBM,Lopez PLC,fish,2002,HEUL75174387991767,normal,electric,8,1,False
132,48AA464,Atkinson PLC,city,2001,HMTR55245741983410,normal,electric,4,1,False
133,476 YAX,Kim-Stein,alone,1994,JCAR79893191388863,normal,hybrid,3,1,True
134,53-JZ11,Murphy-Clarke,might,2012,TGWM69394740488543,high,hybrid,6,0,True
135,108-041,"Carter, Lee and Carter",everyone,2001,EAFW81637214315844,high,electric,4,2,False
136,8647 YX,Li-Smith,tend,2008,WULR52237287109436,high,diesel,4,2,False
137,5-7726U,Ritter PLC,that,2005,SVTM19403786289624,normal,electric,3,0,False
138,1-28148,Anderson Group,stock,2003,KGAT57296260874560,normal,diesel,3,0,True
139,SGI9007,"Edwards, Davis and Charles",onto,1997,BFKR87884210697530,high,hybrid,5,0,True
140,LLR-8221,Schmidt-Wagner,until,2022,ECHP55540203376675,normal,diesel,8,0,False
141,931 8FL,Baker PLC,drop,1991,HTKE44977464750029,normal,electric,6,1,False
142,2522,Blair Ltd,value,2014,OVSK38176244806847,high,hybrid,6,1,False
143,CMX4832,Smith-Yang,tree,2009,EJEZ98611402989489,high,electric,6,2,True
144,NSQ3151,"Gardner, Warren and Harrison",huge,2014,MMZY72332427482794,normal,diesel,6,2,False
145,597 GPL,"Taylor, Jackson and Grant",represent,2020,KSFE44741968682203,high,diesel,8,2,True
146,G04 8WZ,"Morrison, Morgan and Hart",impact,1994,IKWO80564061162721,high,electric,7,0,False
147,119TKM,"Lucas, Colon and Kennedy",up,2017,HMGI00385222234722,normal,electric,3,2,True
148,466083,James LLC,crime,1990,NEVP99549618626441,high,hybrid,8,2,False
149,C25 7XR,White Ltd,language,2020,RLZY54037857324143,high,diesel,4,0,True
150,523J4,Contreras Ltd,add,2019,QECG28518481590399,high,diesel,4,2,True
151,4CCQ609,"Ramirez, Torres and Collins",would,1997,BVFJ74226541772536,high,hybrid,4,2,False
152,109500,"Brooks, Miller and Franklin",already,1992,MQXI85193674137487,high,hybrid,3,0,False
153,8M M1450,Howard Group,myself,2008,JQHE07845137847395,normal,electric,8,1,True
154,346 5444,Johnson PLC,join,2022,DJZV13648206848154,normal,diesel,2,1,False
155,N49 1UP,Bryant LLC,measure,2018,LYUW45138206999344,high,hybrid,2,1,False
156,H14 0YC,Washington-Cooper,couple,2016,MJTB31166397636436,normal,hybrid,5,0,True
157,U35 1XS,"Reed, Lewis and Miller",should,2014,OXRX91036988758292,normal,diesel,6,1,False
158,KZF-6946,Adams PLC,better,2023,WOXB18422985661816,high,hybrid,8,2,True
159,451 CBT,Green PLC,into,2003,GEVZ32888842316453,high,hybrid,5,2,True
160,H75-08G,West Group,order,2010,KLLU99992752312566,normal,electric,8,0,False
161,530 APL,"Garcia, Mccormick and Cooper",condition,1993,PAJJ37327442323105,normal,diesel,8,0,False
162,4O EX139,"Collins, Daniel and Wilson",put,2008,ZUWW61431579222970,normal,diesel,3,2,False
163,ZTH 718,Haas-Alexander,board,1997,KPHA69254335301196,normal,electric,2,2,False
164,07RE3,Carter-Chavez,must,2004,GMAH32757558299068,normal,diesel,7,1,False
165,514 ZJM,"Cooley, Robles and Evans",least,2010,NHLF68491586933345,normal,hybrid,7,2,False
166,915CXB,Arnold Group,party,1995,SERC75358793954440,normal,hybrid,6,1,False
167,1P 91448,Mack-Russell,draw,1995,ZWTK62410216812894,normal,hybrid,2,1,True
168,30-20323,Moreno-Jackson,little,2020,COUO75562970792113,normal,electric,8,2,False
169,59M RS8,Harvey Inc,wonder,2005,JZKY03085031320522,high,diesel,3,2,True
170,886 JKS,Perry-Davis,character,2012,IYOW03396742485207,high,hybrid,4,2,True
171,1F S4486,Case-Benson,individual,1994,WXQL30708657828334,normal,hybrid,3,1,False
172,UIR 396,Greene Inc,eat,2021,LVVW64855054384818,normal,diesel,7,2,True
173,26ZS285,Gonzales-Santana,final,2011,BXZR54829016227430,high,electric,8,0,True
174,25A•068,Campos Inc,on,2007,QGYX82152264810781,high,hybrid,4,0,True
175,280 8IG,Baker LLC,region,1997,OGHR80405950697875,high,diesel,4,0,True
176,8PY J16,Weaver Inc,page,2012,ZKQL82859339983825,normal,diesel,6,2,True
177,RL5 5779,Smith Ltd,office,2003,WFWK40951155266759,normal,diesel,2,1,False
178,LNZ 143,Pineda Group,build,2012,XAKU08105875633062,high,diesel,8,2,False
179,177 CWH,Wells-Baird,any,2007,MSUN84584439714175,high,hybrid,3,2,False
180,R 766850,Keith-Wong,senior,1991,PONU45540489838197,high,diesel,8,1,True
181,995-LXL,"Watson, Yang and Martinez",social,1992,MPXI82593452765736,high,diesel,2,0,True
182,046 TKU,Ward-Calderon,by,2014,IULG54640199475071,normal,diesel,7,1,False
183,GNC 384,Kelly-Serrano,eat,1993,JMBY58934331636544,normal,diesel,6,2,False
184,731-BCO,Sharp-Taylor,present,1996,RLGX33519815628264,high,diesel,4,0,False
185,8LV4214,"Rice, Reese and Kennedy",sometimes,2016,ITTH57788199534764,high,diesel,5,0,False
186,142 XL3,Alvarez PLC,line,2020,XYML03175713562571,normal,hybrid,8,2,False
187,4BJ1446,Cannon Ltd,serious,1997,IIKN10570812862000,high,hybrid,8,1,False
188,X91 4QW,"Martinez, Reyes and Carroll",government,2016,YVNW44581151457423,high,electric,6,1,True
189,041-XNB,Brown-Torres,beyond,1991,CFDN85014289593836,high,hybrid,2,1,True
190,481 ROV,Perez LLC,receive,2012,FXPS18771795996511,normal,diesel,7,1,False
191,80XH5,"Perez, Bell and Young",health,2007,MMPH46700369788213,normal,diesel,4,0,True
192,96S 4183,Grant-Johnson,no,2000,WXYI24990407997633,normal,diesel,6,2,False
193,58-8273A,"Davis, Lee and Brown",wife,1991,FEJF34115192033499,normal,hybrid,5,2,False
194,UE 0803,Austin and Sons,how,2009,ABQT70184093869677,normal,electric,2,1,False
195,RAW-013,Aguilar-Park,peace,2004,UZSX16648571070421,normal,electric,4,1,False
196,BYV 382,Williams Ltd,left,2015,RGOL38290903837160,high,electric,7,0,False
197,102-JFC,Kane-Turner,kind,1999,PFYS04779509331962,high,diesel,2,1,False
198,680-KRP,"Webb, Hansen and Lopez",Congress,1991,RLYZ56321502186657,normal,electric,3,0,True
199,37EO889,Gilmore Inc,real,1997,IDHS41215202614807,high,hybrid,8,1,True
200,2CI7477,Walker and Sons,modern,1998,DMSW69730321751994,normal,hybrid,7,1,True
201,IJR 123,"Herman, Payne and Hodge",receive,2003,IRAJ46722278192577,normal,hybrid,7,1,False
202,760-YPY,Edwards PLC,most,2003,KAFR88459805346754,high,electric,7,2,True
203,JDN-602,Smith and Sons,early,2009,EQXQ60710313039425,high,hybrid,4,1,False
204,722-WIZ,"Brock, Taylor and Mclean",decide,1996,NDWQ55205217131135,high,electric,7,2,True
205,ETZ 395,Williams Group,daughter,1998,SOOE85756749558115,high,hybrid,6,2,True
206,594-869,Smith Group,interview,2023,GQYB76280195820065,high,diesel,7,0,True
207,3G563,Coleman Group,this,2014,XIAZ49353656984988,high,hybrid,4,2,True
208,562W0,Cain PLC,role,1991,RMTW78124309875297,high,hybrid,2,2,False
209,NGX-5995,Wilson-Miller,wait,1994,LJPN02165870222621,normal,electric,4,1,False
210,K22 5EX,Leach-Miranda,work,1994,KHIR53205925927606,normal,electric,7,2,True
211,6SN 125,"Montgomery, Horne and Curry",many,2012,OTWB87981498462669,high,electric,7,2,False
212,XEU 853,Brady PLC,say,2012,SMFR50110894777123,high,electric,4,0,False
213,31Y Q72,"Murray, Cisneros and Davenport",price,2004,GFME03953313302294,normal,hybrid,6,2,False
214,7390,"Perez, Bush and Contreras",tend,1990,GSDL51498427341616,high,hybrid,5,0,False
215,017 MND,Montgomery-Ellis,similar,2005,APLO51207968625177,normal,hybrid,2,1,False
216,6WK 884,"Curtis, Floyd and Jones",quickly,2022,XIXR22137364045679,normal,hybrid,4,2,True
217,776MVO,"Campbell, Baker and White",phone,2012,TIFX54740054364365,normal,hybrid,2,1,True
218,DMD-1781,Williams Inc,space,2010,YQJG99665782943143,normal,electric,3,1,False
219,88Z•109,Meza Inc,not,1997,MSYG62263245408425,high,electric,7,0,False
220,9N G7132,Hanson-Shannon,control,2017,IZQY55619106833160,normal,hybrid,7,2,False
221,MA3 6387,Anderson-Pugh,time,2013,MTGU20586244199450,normal,electric,4,1,True
222,24T P17,Smith-Jones,fish,2018,KSRN76234054363474,normal,diesel,2,2,False
223,075 XQJ,Blake-White,agree,2019,ZNSD75075512037544,normal,diesel,6,0,True
224,158-UKO,Reilly LLC,much,2001,RDVA32425381224835,normal,diesel,3,1,True
225,N18 9YP,Warner-Molina,fight,1990,HJXM81151997956149,normal,electric,6,2,False
226,1MWS339,Lindsey and Sons,positive,1996,PCST71898214459636,normal,electric,2,1,False
227,1AC71,"Thornton, Baldwin and Smith",operation,2017,WCUT11533387461127,high,electric,8,1,True
228,70-OD22,Jackson Ltd,stock,2013,SGWL77524997734918,high,electric,4,2,False
229,1SW X67,"Kelly, Brown and Morrison",parent,2009,KMYK63224713764684,normal,electric,6,1,True
230,ZI 9676,"Proctor, Turner and Spence",also,1994,BDDW11566330021249,normal,diesel,6,2,True
231,PGW4723,"Walker, Ortega and Tanner",board,2017,OISS90542432138083,normal,diesel,8,0,False
232,TYS4878,"Garner, Diaz and Brown",nothing,1990,SGXM41876283054752,high,electric,4,0,True
233,90S K56,Newton Inc,industry,2022,BUTE09158852944017,normal,diesel,2,2,True
234,KMG 697,Johnson and Sons,for,2016,PHBW68028150510054,high,hybrid,4,2,True
235,978 MCU,Serrano-Hickman,particular,2020,IYOK32645926617052,normal,diesel,3,2,True
236,242 QDC,Phillips Ltd,fill,2020,LEDT19810022654389,high,diesel,6,0,False
237,WCO 354,Wilson Group,future,1995,XREE82670343342328,normal,electric,3,1,True
238,589 ACL,Cuevas and Sons,arrive,1995,JUMN10047670646945,high,electric,3,0,True
239,9V 15767,"Bell, Simmons and Anthony",send,2002,OCRA02273442583469,normal,hybrid,3,1,False
240,2-4010N,Reyes Inc,attention,2022,OORF05521066892345,normal,hybrid,6,0,False
241,ZOR-290,Gordon-Schmidt,resource,2003,RIRD05055983370088,normal,electric,7,1,False
242,686IMU,Sullivan Group,career,2019,CWPZ99845832140006,normal,diesel,6,2,False
243,UGP-2377,"Moore, Booker and Jones",recently,2005,YSHI71689014690889,normal,electric,2,2,False
244,JUS4510,"Rivers, Burke and Martin",teach,1995,VPOS06523604725785,normal,diesel,5,1,False
245,2D H6811,Patterson PLC,into,1992,LZKM13528712194356,normal,hybrid,5,1,False
246,008 SSX,Benson PLC,bag,1991,XQLO55142811688191,normal,electric,8,1,True
247,9IQ 650,Ryan-Velez,plant,1996,QGKE30901552168206,normal,diesel,4,1,False
248,11X 1154,"Martinez, Baker and Lee",action,2015,XHMX46377052470304,high,diesel,6,1,True
249,GFQ-3105,"Davis, Miles and Martin",part,2020,BBGL76253453431964,high,diesel,2,0,False
250,8YX O11,Bailey-Taylor,audience,2001,YGZS70266571086446,normal,electric,6,1,False
251,274 KWQ,"King, Graves and Vincent",teach,2003,YEEQ22605951811968,normal,hybrid,3,1,True
252,9K 9H8FXD,Davenport Inc,close,2007,TUZU75408536900666,normal,hybrid,8,0,True
253,076 PHV,Aguilar-Strong,others,2003,JRFU05990765648500,high,electric,8,1,False
254,JRO 740,Moore and Sons,candidate,2019,ZCHR49365305372905,normal,diesel,5,2,False
255,H51 7GR,Gaines-Dyer,remain,1997,RHXF38852502743483,high,hybrid,5,1,False
256,976-ANO,Collins Group,its,2021,YOLJ95564197339697,high,diesel,2,0,True
257,732ZY,"Gonzalez, Gregory and Ingram",nation,2001,SSMY38680345223174,high,hybrid,7,0,False
258,6G004,Owen Ltd,of,1996,MYZC74956124936844,normal,diesel,4,1,True
259,8HB 748,Doyle-Washington,medical,1999,SEZZ50025775058080,normal,hybrid,7,1,True
260,CNU 694,Thomas-Vincent,everyone,2021,IPQV81117312681963,normal,diesel,7,1,True
261,313 IEP,Bryant Inc,world,2007,WKGC42990397399107,high,hybrid,3,2,True
262,M17-79T,"Terry, Macias and Cameron",improve,2005,OSGQ26983279713951,normal,electric,5,0,False
263,K14 0BA,Turner and Sons,event,1992,JYYU46513887762813,high,electric,6,2,False
264,ROY0367,Williams-Mcintosh,together,2013,OABI14152429140836,high,electric,4,2,False
265,MTJ-828,Tucker Ltd,eat,2015,XVVK53014281523387,high,diesel,5,1,True
266,33-CD94,Nunez-Ware,purpose,2020,SMCM23288233828197,high,hybrid,6,1,True
267,2-40831I,Vaughn-Carter,training,2008,VWPB67145949355911,normal,hybrid,8,0,True
268,2X 1059V,Huynh-Bullock,PM,2009,SPHJ54057798980248,normal,hybrid,6,2,True
269,FZM3430,"Thompson, Marshall and Cunningham",particularly,1993,LPBP68531092230442,normal,hybrid,4,0,True
270,IUG-3735,"Johnson, Mccullough and Burke",television,2016,UITG48251218645477,normal,electric,7,2,True
271,FHK 280,Salinas-Perry,each,2010,RKVV24536267518054,high,electric,4,2,False
272,31-N533,Fowler-Hall,their,2009,CTET16164774240720,normal,diesel,3,1,False
273,391 MHT,Hicks-Davis,if,1992,WOKB40517180011571,normal,electric,8,1,True
274,577-GED,"Patel, Hart and Wright",commercial,2006,RTTN86514903028133,normal,diesel,3,0,False
275,7ZM 640,Dixon-Copeland,dog,1990,ZDGY39719136570926,high,electric,2,1,True
276,616 YBD,"Everett, Guerra and Carter",send,2012,FLCM93682097637225,high,diesel,6,0,False
277,EJ2 8743,"Green, Thomas and Lopez",science,2001,RQCY07906173816344,high,electric,6,2,False
278,76J•848,Foster PLC,community,2010,HBJY58100761092716,normal,hybrid,3,2,True
279,5-B1426,"Jimenez, Thomas and Snow",area,2021,YQFB86266097133199,high,diesel,3,1,True
280,CGC 911,Lewis-Walker,behind,2003,WHSF44707143729658,normal,diesel,7,1,False
281,JNA4310,Wolfe-Johnson,they,1996,JZHD82206065401626,high,electric,3,0,True
282,902 GGO,Howell-Arnold,interesting,2007,WWZH20679012302995,normal,electric,4,2,False
283,226FDG,King-Rowe,box,2004,CMMG95436352903366,high,hybrid,5,1,False
284,64-0629G,Buck PLC,line,2013,VFGT26730640174356,high,electric,4,2,False
285,8V 3M7ZKV,Miller LLC,add,2001,ZUWG28632378400253,normal,diesel,2,0,True
286,6I ZZ075,Cain PLC,exist,2016,KFBG02231349109637,high,electric,2,2,False
287,1ZS8808,Flores Inc,security,2014,XKXK44277409044427,normal,electric,4,2,False
288,BEO-9634,Gibson-Flowers,piece,1994,DZHB76440997668624,high,hybrid,7,0,False
289,757 1FY,Calderon Inc,herself,2017,KPBL85011134987014,high,diesel,7,1,False
290,OJJ-818,Johnson PLC,fine,2000,LLVB62759554584569,normal,hybrid,7,2,False
291,F00 5GU,"Oconnell, Reed and Jones",difference,2008,MPKO95179797497673,high,hybrid,7,0,False
292,408Q8,Odonnell Ltd,reduce,2015,LILF08174273402490,normal,electric,7,2,True
293,156-SPM,"Cunningham, Stephens and Rodriguez",hair,2021,BFJQ65008726469110,high,hybrid,2,2,True
294,BZM-165,"Carson, Villarreal and Wilson",respond,2015,KXVX55467923957416,normal,hybrid,5,1,False
295,835 TSN,"Bond, Perez and Blair",ground,2011,CLFL23107610849907,normal,diesel,7,0,True
296,659 3UW,"Martin, Small and Blackwell",speak,2020,UOVA57850030846858,high,electric,3,1,False
297,055K6,"Snyder, Carroll and Martin",church,2008,DNQS99431235464418,normal,hybrid,8,2,True
